video_name,start,end,corresponding_word,issues
5085357672350628540,2224.72,2226.16,cornish,
5085357672350628540,2228.08,2230.84,?,
5085357672350628540,2260.08,2261.2,?,
5085357672350628540,2268.24,2269.4,?,
5085357672350628540,2285.2,2286.48,copper,
5085357672350628540,2366.12,2367.72,minerals,
5085357672350628540,2506.68,2507.56,iron,
5085357672350628540,2508.76,2511.96,?,Multiple events detected
5085357672350628540,2522.48,2524.2,charlestown,
5085357672350628540,2524.8,2527.72,staustell,
5085357672350628540,2545.52,2546.96,?,
5085357672350628540,2548.08,2549.36,plymouth,
5085357672350628540,2552.08,2555.32,johnparker,Multiple events detected
5085357672350628540,2565.04,2566.52,?,
5085357672350628540,2593.68,2595.08,saloon,
5085357672350628540,2612.08,2613.84,axminster,
5085357672350628540,2621.52,2623.4,axminster,
5085357672350628540,2630.64,2631.88,robert,
5085357672350628540,2648.24,2651.08,?,
5085357672350628540,2784.72,2787.24,?,
5085357672350628540,2797.32,2798.2,?,
5085357672350628540,2941.04,2942.24,?,
5085357672350628540,3056.6,3060.04,snowdonia,
5085357672350628540,3084.64,3085.44,?,
5085357672350628540,3090.0,3091.72,thomas,
5085357672350628540,3108.08,3109.08,bridge,
5085357672350628540,3128.24,3130.36,?,Multiple events detected
5085357672350628540,3172.56,3173.72,telford,
5085357672350628540,3184.08,3185.76,anglesey,
5085357672350628540,3214.48,3215.88,?,
5085357672350628540,3321.88,3323.88,henriettastreet,
5085357672350628540,3348.76,3350.52,?,
5085357672350628540,3368.08,3369.56,henriettastreet,
5085357672350628540,3465.84,3467.84,?,
5085357672350628540,3486.48,3487.88,?,
5086465773912997411,22.0,24.2,?,
5086465773912997411,32.04,33.08,tony,
5086465773912997411,52.44,54.08,tony,
5086465773912997411,89.12,92.2,sedgefield,
5086465773912997411,113.44,114.44,?,
5086465773912997411,124.36,126.68,tonyblair,
5086465773912997411,133.2,133.96,?,
5086465773912997411,136.08,137.8,?,
5086465773912997411,140.6,141.2,?,
5086465773912997411,156.28,157.16,?,
5086465773912997411,158.8,159.24,mp,
5086465773912997411,172.08,173.68,burton,
5086465773912997411,178.0,179.32,?,
5086465773912997411,190.36,193.36,?,
5086465773912997411,195.92,198.4,elsietanner,
5086465773912997411,200.56,201.84,?,
5086465773912997411,218.48,220.0,?,
5086465773912997411,248.92,249.56,?,
5086465773912997411,265.88,267.24,tony,
5086465773912997411,286.32,287.16,?,
5086465773912997411,289.68,291.96,?,
5086465773912997411,316.24,317.24,?,
5086465773912997411,329.16,331.44,mirabella,
5086465773912997411,359.96,362.28,northeasttony,Multiple events detected
5086465773912997411,363.2,363.88,?,
5086465773912997411,384.64,385.96,mp,
5086465773912997411,393.08,393.64,mp,
5086465773912997411,412.24,413.28,?,
5086465773912997411,436.08,438.32,?,
5086465773912997411,440.08,441.24,?,
5086465773912997411,445.48,446.4,?,
5086465773912997411,462.04,465.36,garyglitter,
5086465773912997411,569.56,574.08,lyntonblairlabour,
5086465773912997411,586.24,588.04,trimdon,
5086465773912997411,608.88,609.96,?,
5086465773912997411,661.04,661.88,?,
5086465773912997411,680.08,681.48,?,
5086465773912997411,696.08,697.76,?,
5086465773912997411,744.12,745.0,tony,
5086465773912997411,754.92,757.12,tonyblair,
5086465773912997411,761.72,764.16,mirabella,
5086465773912997411,770.04,771.48,downing,
5086465773912997411,776.96,778.28,?,
5086465773912997411,780.68,781.32,man,
5086465773912997411,784.2,786.8,scallops,Multiple events detected
5086465773912997411,792.4,794.72,john,
5086465773912997411,799.24,800.16,tony,
5086465773912997411,801.64,802.28,tony,
5086465773912997411,813.96,814.84,leo,
5086465773912997411,829.56,830.6,?,
5086465773912997411,841.0,842.0,leo,
5086465773912997411,856.16,857.32,?,
5086465773912997411,876.08,878.2,tonyblair,
5086465773912997411,887.92,889.0,?,
5086465773912997411,890.8,891.56,?,
5086465773912997411,924.08,926.28,?,
5086465773912997411,932.08,934.92,semiconductor,
5086465773912997411,936.92,938.12,exercise,
5086465773912997411,953.88,955.24,?,
5086465773912997411,957.04,957.96,?,
5086465773912997411,1012.24,1015.84,?,Multiple events detected
5086465773912997411,1025.52,1026.24,?,
5086465773912997411,1028.72,1031.56,woodham,Multiple events detected
5086465773912997411,1058.16,1059.04,?,
5086465773912997411,1060.08,1062.4,tonyblair,
5086465773912997411,1113.24,1114.64,stallion,
5086465773912997411,1136.52,1138.6,trimdons,
5086465773912997411,1144.24,1145.64,?,
5086465773912997411,1161.2,1163.24,?,
5086465773912997411,1165.04,1166.84,trimdon,
5086465773912997411,1193.52,1194.28,?,
5086465773912997411,1289.28,1290.16,dun,
5086465773912997411,1292.72,1294.16,?,
5086465773912997411,1303.2,1305.32,?,
5086465773912997411,1320.4,1323.24,georgebush,
5086465773912997411,1324.52,1325.44,dun,
5086465773912997411,1334.84,1337.76,mrpresidentmrs,Multiple events detected
5086465773912997411,1338.4,1339.56,?,Multiple events detected
5086465773912997411,1341.04,1342.84,?,
5086465773912997411,1366.12,1368.2,?,
5086465773912997411,1397.96,1399.2,?,
5086465773912997411,1406.64,1408.08,saddam,
5086465773912997411,1461.2,1462.64,mp,Multiple events detected
5086465773912997411,1472.08,1474.08,?,
5086465773912997411,1479.24,1481.88,tonytony,Multiple events detected
5086465773912997411,1507.08,1511.4,tonyblair,Multiple events detected
5086465773912997411,1600.16,1601.32,thomas,
5086465773912997411,1620.68,1621.76,?,Multiple events detected
5086465773912997411,1632.08,1633.0,?,
5086465773912997411,1650.84,1651.72,?,
5086465773912997411,1669.44,1670.4,?,
5086465773912997411,1681.88,1683.04,tony,
5087953980081062580,99.04,99.92,?,
5087953980081062580,120.16,121.96,lewisham,
5087953980081062580,128.08,129.2,?,
5087953980081062580,272.08,273.32,?,
5087953980081062580,292.08,293.16,?,
5087953980081062580,326.16,327.72,deptford,
5087953980081062580,353.84,355.68,?,
5087953980081062580,372.64,373.8,edith,
5087953980081062580,392.36,394.92,dumpty,Multiple events detected
5087953980081062580,432.08,433.64,?,
5087953980081062580,492.24,494.24,?,
5087953980081062580,676.4,677.8,?,
5087953980081062580,682.88,684.16,wayne,
5087953980081062580,716.4,717.72,?,
5087953980081062580,1057.84,1059.0,titanic,
5087953980081062580,1176.72,1178.28,donna,
5087953980081062580,1189.52,1192.24,?,
5087953980081062580,1208.08,1210.08,?,
5087953980081062580,1213.36,1214.52,crackhead,
5087953980081062580,1221.88,1223.88,squat,
5087953980081062580,1268.72,1271.04,?,
5087953980081062580,1276.56,1279.44,?,
5087953980081062580,1356.08,1357.36,?,
5087953980081062580,1376.24,1377.48,?,
5087953980081062580,1449.16,1451.08,?,
5087953980081062580,1531.24,1531.72,moths,
5087953980081062580,1636.48,1637.8,albany,Multiple events detected
5087953980081062580,1689.0,1690.68,?,
5087953980081062580,1693.8,1695.24,donna,
5087953980081062580,1733.56,1734.96,donna,
5087953980081062580,1913.32,1914.28,?,
5087953980081062580,1916.08,1917.24,edith,
5087953980081062580,1960.08,1961.64,deptford,
5087953980081062580,1990.24,1992.16,squatters,
5087953980081062580,2044.08,2046.28,?,
5087953980081062580,2300.72,2302.28,aragon,Multiple events detected
5087953980081062580,2383.12,2384.04,?,
5087953980081062580,2446.4,2448.2,?,
5087953980081062580,2510.72,2511.84,?,
5087953980081062580,2556.2,2557.96,?,
5087953980081062580,2654.24,2655.12,?,
5087953980081062580,2752.24,2753.64,?,Multiple events detected
5087953980081062580,2778.64,2781.12,surreyquays,
5087953980081062580,2786.68,2787.88,?,
5087953980081062580,2793.08,2794.4,regeneration,
5087953980081062580,2820.08,2821.8,?,
5090546422340930233,37.52,39.36,?,
5090546422340930233,49.64,51.8,?,
5090546422340930233,102.88,104.2,deptford,
5090546422340930233,108.08,109.64,?,
5090546422340930233,117.84,119.64,lewisham,
5090546422340930233,124.08,125.48,?,
5090546422340930233,200.08,201.48,?,
5090546422340930233,204.96,206.84,aragon,Multiple events detected
5090546422340930233,246.36,248.2,aragon,Multiple events detected
5090546422340930233,250.92,252.2,?,
5090546422340930233,318.64,320.08,?,
5090546422340930233,352.12,356.2,?,
5090546422340930233,456.32,458.32,?,
5090546422340930233,460.08,461.16,evelynpepys,
5090546422340930233,483.92,485.36,woolwich,
5090546422340930233,505.4,507.56,?,
5090546422340930233,525.36,526.32,kent,
5090546422340930233,676.4,677.72,edith,
5090546422340930233,680.08,681.8,marlowhouse,
5090546422340930233,716.08,717.28,edith,
5090546422340930233,785.28,785.92,?,
5090546422340930233,801.64,803.32,uterus,
5090546422340930233,928.08,931.08,?,Multiple events detected
5090546422340930233,952.52,954.28,lewisham,
5090546422340930233,1047.92,1049.2,hoxtonoldstreet,
5090546422340930233,1056.92,1058.36,deptford,
5090546422340930233,1062.48,1063.88,?,
5090546422340930233,1105.24,1107.08,greenwich,
5090546422340930233,1120.68,1122.28,greenwich,
5090546422340930233,1176.72,1177.96,?,
5090546422340930233,1210.52,1211.64,vat,
5090546422340930233,1236.56,1237.48,?,
5090546422340930233,1238.92,1240.04,september,
5090546422340930233,1315.92,1318.12,aragon,
5090546422340930233,1410.0,1411.08,?,
5090546422340930233,1548.28,1549.8,?,
5090546422340930233,1560.8,1563.4,penthouses,
5090546422340930233,1675.92,1677.04,?,
5090546422340930233,1698.44,1699.56,motor,
5090546422340930233,1700.08,1701.92,?,
5090546422340930233,1732.76,1734.12,?,
5090546422340930233,1991.92,1993.72,?,
5090546422340930233,2080.6,2082.24,aragon,Multiple events detected
5090546422340930233,2112.92,2115.0,?,
5090546422340930233,2127.92,2130.92,surrey,
5090546422340930233,2174.32,2176.2,marinasimonsimon,
5090546422340930233,2376.08,2377.48,squatters,
5090546422340930233,2588.56,2590.4,spencersainsbury,
5090546422340930233,2654.16,2655.92,?,
5090546422340930233,2697.88,2700.84,?,
5090546422340930233,2706.28,2707.4,?,
5090546422340930233,2720.6,2721.96,jelly,
5090546422340930233,2736.48,2738.0,?,
5090546422340930233,2808.24,2809.24,tuna,
5090916219025116054,12.08,12.96,sven,
5090916219025116054,158.92,161.52,vinnyhaslam,
5090916219025116054,178.64,179.2,mi,
5090916219025116054,216.48,217.44,?,
5090916219025116054,257.92,259.64,?,
5090916219025116054,290.6,291.72,nash,
5090916219025116054,410.16,411.04,bryce,
5090916219025116054,430.88,432.84,marrakech,
5090916219025116054,568.8,571.04,valium,
5090916219025116054,621.16,624.2,michael,
5090916219025116054,625.32,626.52,asti,
5090916219025116054,752.96,754.28,phil,
5090916219025116054,838.0,841.44,?,
5090916219025116054,938.2,940.0,haslamnita,
5090916219025116054,942.04,943.04,?,Multiple events detected
5090916219025116054,989.52,991.08,?,
5090916219025116054,992.96,993.92,coma,
5090916219025116054,1016.08,1016.72,?,
5090916219025116054,1026.16,1031.84,?,Multiple events detected
5090916219025116054,1183.12,1183.56,?,
5090916219025116054,1247.96,1249.24,?,
5090916219025116054,1250.48,1251.64,arlo,
5090916219025116054,1263.52,1264.0,lola,No fingerspelling detected
5090916219025116054,1276.56,1276.96,?,
5090916219025116054,1391.92,1397.4,ecclespatricroftbugle,
5090916219025116054,1610.48,1612.16,alice,
5090916219025116054,1613.92,1614.76,loisnancy,
5090916219025116054,1617.56,1618.56,?,
5090916219025116054,1698.76,1699.8,sven,
5090916219025116054,1904.24,1909.84,haslammrcarlsson,
5090916219025116054,1956.16,1957.32,?,
5090916219025116054,2037.6,2042.56,?,
5090916219025116054,2044.24,2045.16,?,
5090916219025116054,2098.8,2099.44,dan,
5090916219025116054,2104.88,2106.28,nita,
5090916219025116054,2113.16,2114.0,nita,
5090916219025116054,2256.4,2256.72,?,
5090916219025116054,2350.6,2354.12,?,
5090916219025116054,2358.32,2360.04,mustard,
5090916219025116054,2396.08,2396.96,alice,
5090916219025116054,2483.2,2484.2,dan,
5090916219025116054,2676.12,2677.96,lettuce,
5090916219025116054,2686.48,2688.2,?,
5090916219025116054,2690.24,2691.84,?,Multiple events detected
5090916219025116054,2692.56,2695.08,?,
5090916219025116054,2721.76,2723.04,sven,
5090916219025116054,2754.44,2755.72,nita,
5090916219025116054,2925.52,2926.52,?,
5090916219025116054,2944.52,2946.4,alicefletcher,
5090916219025116054,2971.32,2971.72,?,
5090916219025116054,3169.04,3170.44,?,
5090916219025116054,3184.44,3187.4,philtyler,
5090916219025116054,3203.52,3205.32,dennis,
5090916219025116054,3241.96,3243.32,?,
5090916219025116054,3246.16,3246.64,?,
5090916219025116054,3388.96,3391.68,?,Multiple events detected
5092765202446045704,46.44,48.04,?,
5092765202446045704,52.92,54.12,james,
5092765202446045704,59.92,61.72,?,
5092765202446045704,184.08,185.2,darwin,
5092765202446045704,224.08,225.4,miranda,
5092765202446045704,228.12,229.28,?,
5092765202446045704,256.6,257.8,abra,
5092765202446045704,327.24,328.2,aau,
5092765202446045704,334.48,335.88,bay,
5092765202446045704,345.0,346.8,mrgriffin,
5092765202446045704,356.24,356.72,?,
5092765202446045704,359.04,360.2,?,
5092765202446045704,402.56,403.8,?,
5092765202446045704,443.44,444.2,?,
5092765202446045704,450.84,451.88,diane,
5092765202446045704,485.28,486.6,ceo,
5092765202446045704,506.88,508.2,?,
5092765202446045704,538.64,540.2,?,
5092765202446045704,580.76,583.48,?,
5092765202446045704,630.56,632.2,?,
5092765202446045704,638.76,640.04,nebs,
5092765202446045704,648.08,649.6,?,
5092765202446045704,701.96,703.24,diane,
5092765202446045704,740.8,741.88,diane,
5092765202446045704,762.44,765.0,kristurner,
5092765202446045704,769.28,770.68,airway,
5092765202446045704,781.12,783.8,haemophilia,
5092765202446045704,817.8,819.08,ric,
5092765202446045704,836.0,837.68,clifforddanielclifford,
5092765202446045704,852.8,854.12,joseph,
5092765202446045704,920.56,922.2,?,
5092765202446045704,924.24,926.88,?,Multiple events detected
5092765202446045704,932.36,934.28,?,
5092765202446045704,985.84,987.28,gerald,
5092765202446045704,1034.24,1035.2,joseph,
5092765202446045704,1052.24,1053.32,?,
5092765202446045704,1054.76,1056.24,?,
5092765202446045704,1114.2,1115.72,?,
5092765202446045704,1121.72,1123.08,?,
5092765202446045704,1124.6,1127.16,duffy,
5092765202446045704,1130.36,1133.48,antibodies,
5092765202446045704,1148.24,1149.48,telesurgery,
5092765202446045704,1209.44,1211.36,?,
5092765202446045704,1213.24,1214.44,factor,
5092765202446045704,1220.6,1221.64,?,
5092765202446045704,1228.08,1228.84,abebe,
5092765202446045704,1232.64,1234.48,prince,
5092765202446045704,1237.4,1238.12,?,
5092765202446045704,1293.48,1295.4,misslalana,
5092765202446045704,1296.72,1301.72,marypoppinsmary,Multiple events detected
5092765202446045704,1314.04,1316.16,marypoppins,
5092765202446045704,1321.48,1324.16,?,
5092765202446045704,1397.64,1399.64,?,
5092765202446045704,1504.88,1506.6,elliotjameshope,
5092765202446045704,1522.48,1525.48,dianelloyd,
5092765202446045704,1630.0,1631.68,?,
5092765202446045704,1644.52,1647.4,?,
5092765202446045704,1660.08,1662.2,?,
5092765202446045704,1817.36,1818.6,factor,
5092765202446045704,1885.64,1887.24,?,
5092765202446045704,1956.72,1958.44,?,
5092765202446045704,1961.08,1965.04,?,Multiple events detected
5092765202446045704,1992.08,1993.72,?,
5092765202446045704,2027.76,2029.52,coladapina,
5092765202446045704,2048.88,2049.12,?,
5092765202446045704,2146.12,2149.76,ulcer,
5092765202446045704,2165.96,2167.88,?,
5092765202446045704,2173.36,2174.92,?,
5092765202446045704,2186.16,2187.4,ulcer,
5092765202446045704,2222.36,2223.88,tiffany,
5092765202446045704,2233.6,2235.32,?,
5092765202446045704,2315.16,2320.76,?,
5092765202446045704,2341.2,2343.72,?,
5092765202446045704,2348.08,2350.92,?,
5092765202446045704,2386.8,2388.2,joseph,
5092765202446045704,2405.76,2406.96,daniel,
5092765202446045704,2436.56,2438.0,byrne,
5092765202446045704,2449.56,2451.08,joseph,
5092765202446045704,2451.92,2453.36,?,
5092765202446045704,2492.08,2493.8,?,
5092765202446045704,2562.16,2563.16,charlie,
5092765202446045704,2604.52,2606.32,saline,
5092765202446045704,2616.68,2617.92,abebe,
5092765202446045704,2675.16,2676.2,?,
5092765202446045704,2716.96,2719.88,lumbar,
5092765202446045704,2724.6,2725.8,?,
5092765202446045704,2749.2,2751.56,?,
5092765202446045704,2760.08,2761.32,?,
5092765202446045704,2774.64,2776.08,byrne,
5092765202446045704,2865.04,2866.6,?,
5092765202446045704,2965.24,2967.4,mrsjolly,
5092765202446045704,2973.24,2978.12,altocalciphilia,
5092765202446045704,3062.24,3063.84,elliot,
5092765202446045704,3070.8,3072.64,?,
5092765202446045704,3076.4,3079.0,?,
5092765202446045704,3170.12,3171.24,young,
5092765202446045704,3190.8,3192.16,ceo,
5092765202446045704,3199.92,3201.04,?,
5092765202446045704,3202.64,3203.24,?,
5092765202446045704,3293.08,3295.28,pinacolada,
5092765202446045704,3336.08,3337.64,thandie,
5092765202446045704,3350.0,3352.2,?,
5092765202446045704,3405.68,3406.76,?,
5092765202446045704,3432.24,3433.96,?,
5092765202446045704,3440.76,3442.08,becky,
5093160768934007504,82.28,84.04,?,
5093160768934007504,165.76,166.56,?,
5093160768934007504,175.24,176.12,?,
5093160768934007504,254.48,257.12,?,
5093160768934007504,262.16,263.92,?,
5093160768934007504,304.24,307.96,?,Multiple events detected
5093160768934007504,310.08,312.2,?,
5093160768934007504,332.12,332.68,?,
5093160768934007504,374.72,377.0,?,
5093160768934007504,387.16,387.64,?,
5093160768934007504,471.28,472.04,?,
5093160768934007504,476.08,479.84,?,
5093160768934007504,496.24,496.84,?,
5093160768934007504,498.48,500.12,?,
5093160768934007504,552.24,553.16,?,
5093160768934007504,621.76,622.36,?,
5093160768934007504,684.24,685.8,?,
5093160768934007504,700.76,701.24,?,
5093160768934007504,716.44,720.2,saima,
5093160768934007504,721.0,724.2,?,
5093160768934007504,725.76,727.24,saima,
5093160768934007504,781.12,782.08,thames,
5093160768934007504,804.08,804.6,vision,
5093160768934007504,840.24,842.16,?,
5093160768934007504,901.64,904.04,?,
5093160768934007504,968.96,970.16,saima,
5093160768934007504,1128.12,1128.68,?,
5093160768934007504,1162.08,1163.88,?,
5093160768934007504,1228.92,1230.6,rehab,
5093160768934007504,1256.88,1259.24,?,
5093160768934007504,1283.16,1284.24,?,
5093160768934007504,1296.08,1298.08,chantelle,
5093160768934007504,1344.56,1345.92,chantelle,
5093160768934007504,1403.32,1403.72,?,
5093160768934007504,1405.56,1406.24,jay,
5093160768934007504,1457.92,1459.76,westham,
5093160768934007504,1464.08,1465.44,?,
5093160768934007504,1467.76,1468.6,?,
5093160768934007504,1470.16,1473.16,bobby,
5093160768934007504,1473.68,1477.16,?,
5093160768934007504,1483.12,1484.04,?,
5093160768934007504,1602.32,1603.92,?,
5093160768934007504,1605.04,1606.36,?,
5093160768934007504,1644.24,1645.8,?,
5093160768934007504,1658.32,1660.2,pete,Multiple events detected
5093160768934007504,1696.48,1699.4,?,Multiple events detected
5093160768934007504,1704.24,1705.44,?,
5093160768934007504,1754.76,1755.72,?,
5093160768934007504,1876.08,1877.08,?,
5093160768934007504,1904.24,1906.4,?,
5093160768934007504,2026.48,2029.32,?,
5093160768934007504,2064.08,2064.56,?,
5093160768934007504,2198.32,2199.8,?,
5093160768934007504,2218.84,2220.2,saima,
5093160768934007504,2221.24,2222.28,saima,
5093160768934007504,2238.04,2239.36,project,
5093160768934007504,2312.08,2316.2,?,
5093160768934007504,2357.4,2359.08,?,
5093160768934007504,2422.84,2423.52,year,
5093160768934007504,2460.08,2462.04,chantelle,
5093160768934007504,2464.08,2465.8,chantelle,
5093160768934007504,2594.8,2595.56,?,
5093160768934007504,2605.0,2606.32,wayne,
5093160768934007504,2716.44,2718.04,?,
5093160768934007504,2727.2,2727.72,marina,
5093160768934007504,2731.04,2732.16,marina,
5093160768934007504,2780.6,2782.12,chantelle,
5093160768934007504,2805.84,2806.96,jay,
5093160768934007504,2818.32,2819.24,?,
5093160768934007504,2860.08,2860.8,?,
5093160768934007504,2922.92,2923.88,?,
5093160768934007504,2925.56,2927.72,?,
5093521546186871869,349.48,351.72,alice,Multiple events detected
5093521546186871869,361.92,362.84,?,
5093521546186871869,365.68,367.88,?,
5093521546186871869,370.76,371.72,?,
5093521546186871869,412.88,414.6,nita,
5093521546186871869,417.44,418.16,?,
5093521546186871869,430.44,431.32,?,
5093521546186871869,433.36,434.52,nita,
5093521546186871869,488.08,488.76,alice,
5093521546186871869,546.64,548.04,?,
5093521546186871869,564.08,567.28,grove,
5093521546186871869,649.44,651.72,dennis,Multiple events detected
5093521546186871869,699.2,699.92,nita,
5093521546186871869,837.32,838.6,alice,
5093521546186871869,1057.4,1059.04,philbeth,
5093521546186871869,1062.68,1064.24,phil,
5093521546186871869,1161.68,1162.92,bryce,
5093521546186871869,1270.36,1271.8,nita,
5093521546186871869,1290.8,1292.24,?,
5093521546186871869,1306.0,1306.72,nita,
5093521546186871869,1379.28,1381.0,?,
5093521546186871869,1546.32,1547.48,?,
5093521546186871869,1665.16,1666.6,dannita,
5093521546186871869,1673.72,1675.08,?,
5093521546186871869,1682.44,1683.36,nita,
5093521546186871869,1703.92,1705.56,phil,
5093521546186871869,1825.48,1828.2,?,
5093521546186871869,1838.8,1839.88,?,
5093521546186871869,2162.12,2163.36,?,
5093521546186871869,2164.08,2165.48,?,
5093521546186871869,2166.44,2167.76,phil,
5093521546186871869,2172.24,2173.48,nita,
5093521546186871869,2365.2,2365.68,?,
5093521546186871869,2570.24,2571.04,nita,
5093521546186871869,2580.44,2581.12,phil,
5093521546186871869,2899.08,2899.72,alice,
5093521546186871869,2900.24,2901.44,?,
5093521546186871869,3192.08,3192.96,?,Multiple events detected
5093521546186871869,3212.92,3214.08,nita,
5093521546186871869,3239.4,3239.72,?,
5093521546186871869,3241.48,3243.36,marrakech,
5093521546186871869,3302.92,3304.2,phil,
5093521546186871869,3385.68,3388.04,?,
5093895208341624036,140.2,141.4,?,
5093895208341624036,222.24,223.68,metro,
5093895208341624036,302.96,303.72,?,
5093895208341624036,332.2,336.0,?,
5093895208341624036,357.2,358.68,eiffel,
5093895208341624036,438.28,441.16,?,Multiple events detected
5093895208341624036,476.24,477.8,?,
5093895208341624036,510.64,511.24,?,
5093895208341624036,511.92,516.2,?,
5093895208341624036,532.8,534.68,lumieres,
5093895208341624036,612.08,613.8,?,
5093895208341624036,648.08,651.4,?,
5093895208341624036,652.24,652.96,voiturette,
5093895208341624036,698.44,699.72,renaultmontmartre,
5093895208341624036,716.36,718.88,?,
